"ITEM_ID","TITLE","RELEASE_YEAR","GENRES"
"86833","Bridesmaids","2011","Comedy"
"86835","Priest","2011","Action|Horror|Sci-Fi|Thriller"
"86864","Mothra","1961","Adventure|Fantasy|Sci-Fi"
"86880","Pirates of the Caribbean: On Stranger Tides","2011","Action|Adventure|Fantasy|IMAX"
"86882","Midnight in Paris","2011","Comedy|Fantasy|Romance"
"86892","The Man from Nowhere","2010","Action|Crime|Thriller"
"86898",,," The (2011)"""
"86911",,," The (2011)"""
"86922","Nothing to Declare","2010","Comedy"
"86960","Across the Hall","2009","Thriller"
"87028",,," The (2011)"""
"87192","Attack the Block","2011","Action|Comedy|Sci-Fi"
"87194","The Way","2010","Adventure|Comedy|Drama"
"87197","Let the Bullets Fly","2010","Action|Comedy"
"87222","Kung Fu Panda 2","2011","Action|Adventure|Animation|Children|Comedy|IMAX"
"87232","X-Men: First Class","2011","Action|Adventure|Sci-Fi|Thriller|War"
"87234","Submarine","2010","Comedy|Drama|Romance"
"87287","American Grindhouse","2010","Documentary"
"87298","Everything Must Go","2010","Comedy|Drama"
"87304","Beginners","2010","Drama"
"87306","Super 8","2011","Mystery|Sci-Fi|Thriller|IMAX"
"87413","Bernie","1996","Comedy|Drama"
"87430","Green Lantern","2011","Action|Adventure|Sci-Fi"
"87444","Elektra Luxx","2010","Comedy"
"87483","Mr. Popper's Penguins","2011","Comedy"
"87485","Bad Teacher","2011","Comedy"
"87520","Transformers: Dark of the Moon","2011","Action|Adventure|Sci-Fi|War|IMAX"
"87522","Larry Crowne","2011","Comedy|Drama|Romance"
"87529","Your Highness","2011","Action|Adventure|Comedy|Fantasy"
"87660","Too Big to Fail","2011","Drama"
"87785","Takers","2010","Action|Crime|Thriller"
"87834","My Life as McDull","2001","Animation|Comedy|Drama"
"87867","Zookeeper","2011","Comedy"
"87869","Horrible Bosses","2011","Comedy|Crime"
"87876","Cars 2","2011","Adventure|Animation|Children|Comedy|IMAX"
"87960","Between the Folds","2008","Documentary"
"88069","Delhi Belly","2011","Comedy|Crime"
"88094","Upside Down: The Creation Records Story","2010","Documentary"
"88108","Monte Carlo","2011","Adventure|Comedy|Romance"
"88125","Harry Potter and the Deathly Hallows: Part 2","2011","Action|Adventure|Drama|Fantasy|Mystery|IMAX"
"88129","Drive","2011","Crime|Drama|Film-Noir|Thriller"
"88140","Captain America: The First Avenger","2011","Action|Adventure|Sci-Fi|Thriller|War"
"88163",,," Stupid"
"88179","One Day","2011","Drama|Romance"
"88235",,," The (2011)"""
"88267","Winnie the Pooh","2011","Animation|Children|Comedy"
"88272",,," The (2011)"""
"88327",,," The (Xin du bi dao) (1971)"""
"88345","Mike's New Car","2002","Animation|Comedy"
"88356",,," The (2011)"""
"88405","Friends with Benefits","2011","Comedy|Romance"
"88448","Paper Birds","2010","Comedy|Drama"
"88515","Blitz","2011","Action|Crime|Thriller"
"88593",,," The (a.k.a. The Murderer) (Hwanghae) (2010)"""
"88672","Our Idiot Brother","2011","Comedy"
"88697","SUBWAYStories: Tales from the Underground","1997","Drama"
"88699","Death Race 2","2010","Action|Sci-Fi|Thriller"
"88744","Rise of the Planet of the Apes","2011","Action|Drama|Sci-Fi|Thriller"
"88746","Terri","2011","Comedy"
"88785",,," The (2011)"""
"88810",,," The (2011)"""
"88812","30 Minutes or Less","2011","Action|Comedy|Crime"
"88911","My Afternoons with Margueritte","2010","Comedy"
"88932","Final Destination 5","2011","Horror|Thriller|IMAX"
"88954",,," A (2011)"""
"89028","Don't Be Afraid of the Dark","2010","Horror|Thriller"
"89030","Fright Night","2011","Comedy|Horror"
"89039","Another Earth","2011","Drama|Romance|Sci-Fi"
"89047","Hesher","2010","Drama"
"89072","Stake Land","2010","Horror"
"89085",,," The (2011)"""
"89087","Colombiana","2011","Action|Adventure|Drama|Thriller"
"89090","Bill Cunningham New York","2011","Documentary"
"89118",,," The (La piel que habito) (2011)"""
"89190","Conan the Barbarian","2011","Action|Adventure|Fantasy"
"89208","Walled In","2009","Horror|Thriller"
"89281","Birdemic: Shock and Terror","2010","Romance|Thriller"
"89305",,," The (2011)"""
"89343","Red State","2011","Action|Crime|Horror|Thriller"
"89386","Pearl Jam Twenty","2011","Documentary|Musical"
"89388","I Don't Know How She Does It","2011","Comedy"
"89427","Shark Night 3D","2011","Horror|Thriller"
"89470","Contagion","2011","Sci-Fi|Thriller|IMAX"
"89492","Moneyball","2011","Drama"
"89580","Neds","2010","Drama"
"89582","Cold Fish","2010","Drama|Thriller"
"89586","Phineas and Ferb the Movie: Across the 2nd Dimension","2011","Adventure|Animation|Children"
"89678","Northanger Abbey","2007","Drama|Romance"
"89745",,," The (2012)"""
"89753","Tinker Tailor Soldier Spy","2011","Drama|Film-Noir|Thriller"
"89759",,," A (Jodaeiye Nader az Simin) (2011)"""
"89761",,," A (2011)"""
"89774","Warrior","2011","Drama"
"89804",,," The (2011)"""
"89837","Kill List","2011","Horror|Mystery|Thriller"
"89840","Killer Elite","2011","Action|Thriller"
"89862","Bellflower","2011","Action|Drama|Romance"
"89864","50/50","2011","Comedy|Drama"
"89898","Generation P","2011","Comedy|Drama|Sci-Fi"
"89904","The Artist","2011","Comedy|Drama|Romance"
"89939","Gigi","1949","Comedy"
"89945","BlinkyTM","2011","Horror|Sci-Fi"
"90057","Take Shelter","2011","Drama"
"90243","Three Outlaw Samurai","1964","Action|Drama"
"90245","Antonio Gaudí","1985","Documentary"
"90249","Real Steel","2011","Action|Drama|Sci-Fi|IMAX"
"90343","Footloose","2011","Comedy|Drama|Musical"
"90345",,," The (2011)"""
"90353","Beautiful Boy","2010","Drama"
"90357","Tyrannosaur","2011","Drama"
"90374","Martha Marcy May Marlene","2011","Drama|Thriller"
"90376","We Need to Talk About Kevin","2011","Drama|Thriller"
"90384","Behind Enemy Lines II: Axis of Evil","2006","Action|Thriller|War"
"90403",,," The (2011)"""
"90405","In Time","2011","Crime|Sci-Fi|Thriller"
"90428","Margaret","2011","Drama"
"90430","Carnage","2011","Comedy|Drama"
"90439","Margin Call","2011","Drama|Thriller"
"90469","Paranormal Activity 3","2011","Horror"
"90471","Puncture","2011","Drama"
"90522","Johnny English Reborn","2011","Adventure|Comedy|Thriller"
"90524","Abduction","2011","Action|Drama|Mystery|Thriller"
"90528","This Must Be the Place","2011","Crime|Drama|Thriller"
"90531","Shame","2011","Drama"
"90576","What's Your Number?","2011","Comedy|Romance"
"90600","Headhunters","2011","Action|Crime|Thriller"
"90603","Batman: Year One","2011","Action|Animation|Crime"
"90630","Miss Representation","2011","Documentary"
"90647","Puss in Boots","2011","Adventure|Animation|Comedy|Fantasy|IMAX"
"90717","Tower Heist","2011","Action|Comedy|Crime"
"90719","J. Edgar","2011","Drama"
"90738",,," The (2011)"""
"90746",,," The (2011)"""
"90769","Starsuckers","2009","Documentary"
"90809","Tomboy","2011","Drama"
"90863","George Harrison: Living in the Material World","2011","Documentary"
"90866","Hugo","2011","Children|Drama|Mystery"
"90888","Immortals","2011","Action|Drama|Fantasy"
"90890","Jack and Jill","2011","Comedy"
"90943","Into the Abyss","2011","Documentary"
"90945",,," The (1987)"""
"91077",,," The (2011)"""
"91079","Like Crazy","2011","Drama|Romance"
"91094",,," The (2011)"""
"91104",,," The (2011)"""
"91126","War Horse","2011","Drama|War"
"91128",,," The (2011)"""
"91233","Lifted","2006","Animation|Comedy|Sci-Fi"
"91261","Hipsters","2008","Drama|Musical|Romance"
"91266","Another Cinderella Story","2008","Children|Comedy|Musical|Romance"
"91273","Bunraku","2010","Action|Drama|Fantasy"
"91323",,," The (2011)"""
"91325","Extremely Loud and Incredibly Close","2011","Drama"
"91337","Play the Game","2009","Comedy|Romance"
"91353","Asterix in America","1994","Adventure|Animation|Children|Comedy"
"91355","Asterix and the Vikings","2006","Adventure|Animation|Children|Comedy|Fantasy"
"91386","Happy Feet Two","2011","Animation|Children|Comedy|IMAX"
"91414","Arthur Christmas","2011","Animation|Children|Comedy|Drama"
"91470","Violet & Daisy","2011","Action|Drama"
"91483","Bullet to the Head","2012","Action|Crime|Film-Noir"
"91485",,," The (2012)"""
"91488",,," The (1982)"""
"91500","The Hunger Games","2012","Action|Adventure|Drama|Sci-Fi|Thriller"
"91529",,," The (2012)"""
"91535",,," The (2012)"""
"91542","Sherlock Holmes: A Game of Shadows","2011","Action|Adventure|Comedy|Crime|Mystery|Thriller"
"91571","Coriolanus","2011","Drama|Thriller"
"91622","Young Adult","2011","Comedy|Drama"
"91628","New Year's Eve","2011","Comedy|Romance"
"91630","Mission: Impossible - Ghost Protocol","2011","Action|Adventure|Thriller|IMAX"
"91653","We Bought a Zoo","2011","Comedy|Drama"
"91658",,," The (2011)"""
"91660",,," The (2011)"""
"91666","Last Holiday","1950","Comedy|Drama|Romance"
"91671","Alvin and the Chipmunks: Chipwrecked","2011","Animation|Comedy"
"91688","Salvation Boulevard","2011","Comedy|Thriller"
"91690","Friends with Kids","2011","Comedy"
"91784","Girl Walks Into a Bar","2011","Comedy|Drama|Fantasy"
"91842","Contraband","2012","Action|Crime|Drama|Thriller"
"91860",,," The (De weg naar het zuiden) (1981)"""
"91869","Being Elmo: A Puppeteer's Journey","2011","Documentary"
"91873","Joyful Noise","2012","Comedy|Musical"
"91890",,," The (2011)"""
"91935","Albatross","2011","Drama"
"91947",,," The (2009)"""
"91974","Underworld: Awakening","2012","Action|Fantasy|Horror|IMAX"
"91976",,," The (2012)"""
"91978","Man on a Ledge","2012","Crime|Thriller"
"91981","Sacrifice","2010","Drama"
"92008","Haywire","2011","Action|Thriller"
"92046","Contact High","2009","Comedy"
"92048",,," The (2010)"""
"92094","Einstein and Eddington","2008","Drama"
"92192","Apollo 18","2011","Horror|Sci-Fi|Thriller"
"92198","Seeking Justice","2011","Action|Drama|Thriller"
"92234","Red Tails","2012","Action|Adventure|Drama|War"
"92243",,," The (Jin líng shí san chai) (2011)"""
"92259","Intouchables","2011","Comedy|Drama"
"92264","One for the Money","2012","Action|Comedy|Crime"
"92309",,," The (2011)"""
"92348","Puss in Boots","1969","Adventure|Animation|Children|Comedy|Fantasy|Romance"
"92391","Grave Encounters","2011","Horror"
"92420","Chronicle","2012","Action|Sci-Fi|Thriller"
"92422",,," The (2012)"""
"92427","Woman in Love","2011","Comedy"
"92439",,," The (2011)"""
"92475","All Watched Over by Machines of Loving Grace","2011","Documentary"
"92494","Dylan Moran: Monster","2004","Comedy|Documentary"
"92507","Safe House","2012","Action|Crime|Mystery|Thriller"
"92509",,," The (2012)"""
"92535","Louis C.K.: Live at the Beacon Theater","2011","Comedy"
"92637","Pitfall","1962","Crime|Drama|Fantasy"
"92643","Monsieur Lazhar","2011","Children|Comedy|Drama"
"92665",,," Call... (2012)"""
"92674","Janie Jones","2010","Drama|Musical"
"92681","Journey 2: The Mysterious Island","2012","Action|Adventure|Comedy|Sci-Fi|IMAX"
"92694","Perfect Sense","2011","Drama|Romance|Sci-Fi"
"92730","Rollo and the Woods Sprite","2001","Children|Fantasy"
"92760",,," The (1963)"""
"92938","Ghost Rider: Spirit of Vengeance","2012","Action|Fantasy|Thriller"
"92954","Prayers for Bobby","2009","Drama"
"93006",,," A (2009)"""
"93008",,," A (2010)"""
"93022","Miss Nobody","2010","Comedy|Crime"
"93040",,," The (1990)"""
"93114","Ro.Go.Pa.G.","1963","Comedy|Drama"
"93134",,," The (Les Femmes du 6ème Étage) (2010)"""
"93139","Mega Shark vs. Crocosaurus","2010","Action|Adventure|Horror"
"93193","Red Hill","2010","Crime|Thriller|Western"
"93208","Mickey's The Prince and the Pauper","1990","Animation|Children"
"93242","Gone","2012","Drama|Thriller"
"93270","Project X","2012","Comedy"
"93272","Dr. Seuss' The Lorax","2012","Animation|Fantasy|Musical|IMAX"
"93287",,," The (2011)"""
"93297","Act of Valor","2012","Action|Thriller|War"
"93320","Trailer Park Boys","1999","Comedy|Crime"
"93326","This Means War","2012","Action|Comedy|Romance"
"93363","John Carter","2012","Action|Adventure|Sci-Fi|IMAX"
"93443","Goon","2011","Comedy|Drama"
"93502",,," The (2011)"""
"93510","21 Jump Street","2012","Action|Comedy|Crime"
"93512",,," Who Lives at Home (2012)"""
"93563","Lockout","2012","Action|Sci-Fi|Thriller"
"93598","""Snowtown",," The) (2011)"""
"93610","Space Battleship Yamato","2010","Action|Adventure|Drama"
"93721","Jiro Dreams of Sushi","2011","Documentary"
"93723","Damsels in Distress","2011","Comedy|Romance"
"93740","Salmon Fishing in the Yemen","2011","Comedy|Drama|Romance"
"93766","Wrath of the Titans","2012","Action|Adventure|Fantasy|IMAX"
"93790","Detachment","2011","Drama"
"93805","Iron Sky","2012","Action|Comedy|Sci-Fi"
"93819","Absentia","2011","Horror"
"93831","American Reunion","2012","Comedy"
"93838","The Raid: Redemption","2011","Action|Crime"
"93840",,," The (2012)"""
"93855","God Bless America","2011","Comedy|Drama"
"93980",,," The (2012)"""
"93982",,," The (2012)"""
"93988","North & South","2004","Drama|Romance"
"94011",,," The (2011)"""
"94015","Mirror Mirror","2012","Adventure|Comedy|Fantasy"
"94018","Battleship","2012","Action|Sci-Fi|Thriller|IMAX"
"94070",,," The (2011)"""
"94122","Comic-Con Episode IV: A Fan's Hope","2011","Documentary"
"94130","Bully","2011","Documentary"
"94150","Hysteria","2011","Comedy|Romance"
"94160","Dante's Inferno: An Animated Epic","2010","Action|Animation|Fantasy"
"94262",,," The (1959)"""
"94266",,," The (2012)"""
"94323","Think Like a Man","2012","Comedy"
"94325",,," The (2012)"""
"94405","Safe","2012","Action|Crime|Thriller"
"94478","Dark Shadows","2012","Comedy|Horror|IMAX"
"94494","96 Minutes","2011","Drama|Thriller"
"94503",,," The (2011)"""
"94661","Rocket Singh: Salesman of the Year","2009","Comedy|Drama"
"94677",,," The (2012)"""
"94735","Walking with Monsters","2005","Documentary"
"94777","Men in Black III","2012","Action|Comedy|Sci-Fi|IMAX"
"94780","Snow White and the Huntsman","2012","Action|Adventure|Drama"
"94799","Sound of My Voice","2011","Drama|Mystery|Sci-Fi"
"94810","Eva","2011","Drama|Fantasy|Sci-Fi"
"94833",,," The (2012)"""
"94864","Prometheus","2012","Action|Horror|Sci-Fi|IMAX"
"94867",,," The (2012)"""
"94896","Bernie","2011","Comedy|Crime|Drama"
"94919","Inhale","2010","Drama|Thriller"
"94931","Take This Waltz","2011","Drama|Romance"
"94953","Wanderlust","2012","Comedy"
"94959","Moonrise Kingdom","2012","Comedy|Drama|Romance"
"94985","Get the Gringo","2012","Action|Crime|Drama|Thriller"
"95004","Superman/Doomsday","2007","Action|Animation"
"95067",,," A (2012)"""
"95088","Safety Not Guaranteed","2012","Comedy|Drama"
"95105","Madagascar 3: Europe's Most Wanted","2012","Adventure|Animation|Children|Comedy|IMAX"
"95135","Your Sister's Sister","2011","Comedy|Drama"
"95145","Dragon Ball: The Curse Of The Blood Rubies","1986","Action|Adventure|Animation|Children"
"95147","Dragon Ball: Sleeping Princess in Devil's Castle","1987","Action|Adventure|Animation|Children"
"95149","Superman/Batman: Public Enemies","2009","Action|Animation|Fantasy"
"95163","Dragon Ball: Mystical Adventure","1988","Action|Adventure|Animation|Children"
"95165","Dragon Ball Z the Movie: The World's Strongest","1990","Action|Adventure|Animation|Sci-Fi|Thriller"
"95167","Brave","2012","Action|Adventure|Animation|Children"
"95170","Beauty and the Beast: The Enchanted Christmas","1997","Animation|Children|Fantasy|Musical"
"95175","Front of the Class","2008","Drama"
"95182","Dragon Ball Z the Movie: The Tree of Might","1990","Action|Adventure|Animation|Sci-Fi"
"95193","Pocahontas II: Journey to a New World","1998","Adventure|Animation|Children"
"95199","What to Expect When You're Expecting","2012","Comedy|Drama|Romance"
"95201","To Rome with Love","2012","Comedy"
"95207","Abraham Lincoln: Vampire Hunter","2012","Action|Fantasy|Horror|Thriller"
"95218","First Position","2011","Documentary"
"95307","Rock of Ages","2012","Comedy|Drama|Musical|IMAX"
"95309","Seeking a Friend for the End of the World","2012","Comedy|Drama|Romance"
"95311","Presto","2008","Animation|Children|Comedy|Fantasy"
"95313","Jack-Jack Attack","2005","Adventure|Animation|Children|Comedy"
"95377","One Man Band","2005","Animation|Comedy|Musical"
"95441","Ted","2012","Comedy|Fantasy"
"95449","Magic Mike","2012","Drama|Romance"
"95473","Dragon Ball Z: The Return of Cooler","1992","Action|Adventure|Animation"
"95475","Dragon Ball Z: Cooler's Revenge","1991","Action|Adventure|Animation"
"95497","Dragon Ball Z: Super Android 13!","1992","Action|Adventure|Animation"
"95499","Dragon Ball Z: Broly - The Legendary Super Saiyan","1993","Action|Adventure|Animation"
"95508","Cleanskin","2012","Crime|Drama|Thriller"
"95510",,," The (2012)"""
"95519","Dragon Ball Z: Bojack Unbound","1993","Action|Adventure|Animation|Fantasy"
"95543","Ice Age 4: Continental Drift","2012","Adventure|Animation|Comedy"
"95558","Beasts of the Southern Wild","2012","Drama|Fantasy"
"95583","Savages","2012","Crime|Drama|Thriller"
"95624",,," The (2009)"""
"95633","Spirit Camp","2009","Horror"
"95654","Geri's Game","1997","Animation|Children"
"95690","Some Guy Who Kills People","2011","Comedy|Thriller"
"95717","Treasure Island","2012","Adventure"
"95720",,," The (2012)"""
"95738",,," The: The Case of the Christmas Caper (1995)"""
"95744","2 Days in New York","2012","Comedy"
"95761","Killer Joe","2011","Crime|Thriller"
"95771","Dragon Ball Z: Broly Second Coming","1994","Action|Adventure|Animation"
"95780","Dragon Ball Z: Bio-Broly","1994","Action|Adventure|Animation"
"95796","Anaconda: The Offspring","2008","Action|Horror|Sci-Fi|Thriller"
"95839",,," A (1999)"""
"95843","Goodbye Charlie","1964","Comedy|Fantasy|Romance"
"95858","For the Birds","2000","Animation|Children|Comedy"
"95873","Ruby Sparks","2012","Comedy|Fantasy|Romance"
"95875","Total Recall","2012","Action|Sci-Fi|Thriller"
"95939",,," The (2012)"""
"95949",,," The (Immaturi) (2011)"""
"95965","Dragon Ball Z: Bardock - The Father of Goku","1990","Action|Adventure|Animation"
"96004","Dragon Ball Z: The History of Trunks","1993","Action|Adventure|Animation"
"96007","Dragon Ball GT: A Hero's Legacy","1997","Action|Adventure|Animation"
"96020","Sidewalls","2011","Drama"
"96079","Skyfall","2012","Action|Adventure|Thriller|IMAX"
"96084","Hands Over the City","1963","Drama"
"96110",,," The (2012)"""
"96114","Brake","2012","Crime|Thriller"
"96121","Hope Springs","2012","Comedy|Drama"
"96150",,," The (2012)"""
"96281","ParaNorman","2012","Adventure|Animation|Comedy"
"96283","Diary of a Wimpy Kid: Dog Days","2012","Children|Comedy"
"96373","Broken","2012","Drama"
"96411","6 Days to Air: The Making of South Park","2011","Documentary"
"96417","Premium Rush","2012","Action|Thriller"
"96430",,," The (2012)"""
"96432","Lawless","2012","Crime|Drama"
"96448","Piranha 3DD","2012","Comedy|Horror"
"96471","Prime Suspect 3","1993","Crime|Drama|Mystery"
"96488","Searching for Sugar Man","2012","Documentary"
"96518","Prime Suspect 6: The Last Witness","2003","Drama|Thriller"
"96520","Prime Suspect: The Lost Child","1995","Drama|Mystery"
"96530","Conception","2011","Comedy|Romance"
"96563","Paradise Lost 3: Purgatory","2011","Documentary"
"96567",,," The (2012)"""
"96588","Pitch Perfect","2012","Comedy|Musical"
"96606","Samsara","2011","Documentary"
"96608","Runaway Brain","1995","Animation|Comedy|Sci-Fi"
"96610","Looper","2012","Action|Crime|Sci-Fi"
"96616","That's My Boy","2012","Comedy"
"96655","Robot & Frank","2012","Comedy|Drama|Sci-Fi"
"96691","Resident Evil: Retribution","2012","Action|Horror|Sci-Fi|IMAX"
"96726","Lola Versus","2012","Comedy|Romance"
"96728",,," The (2012)"""
"96737","Dredd","2012","Action|Sci-Fi"
"96811","End of Watch","2012","Crime|Drama|Thriller"
"96815","V/H/S","2012","Horror|Thriller"
"96821",,," The (2012)"""
"96829",,," The (Jagten) (2012)"""
"96832","Holy Motors","2012","Drama|Fantasy|Musical|Mystery|Sci-Fi"
"96861","Taken 2","2012","Action|Crime|Drama|Thriller"
"96917","House at the End of the Street","2012","Horror|Thriller"
"96935","My Left Eye Sees Ghosts","2002","Comedy|Fantasy|Romance"
"96945","Love Lasts Three Years","2011","Comedy|Drama|Romance"
"96964",,," The (2012)"""
"96975","LOL","2012","Comedy|Drama|Romance"
"97024","Rust and Bone","2012","Drama|Romance"
"97168","Marley","2012","Documentary"
"97172","Frankenweenie","2012","Animation|Comedy|Horror|IMAX"
"97188","Sinister","2012","Horror|Thriller"
"97194",,," The (1998)"""
"97225","Hotel Transylvania","2012","Animation|Children|Comedy"
"97230","Side by Side","2012","Documentary"
"97285","Take Aim at the Police Van","1960","Action|Crime|Mystery"
"97304","Argo","2012","Drama|Thriller"
"97306","Seven Psychopaths","2012","Comedy|Crime"
"97328","Liberal Arts","2012","Comedy|Drama"
"97470","Catch .44","2011","Action|Drama|Thriller"
"97643","[REC]³ 3 Génesis","2012","Horror|Thriller"
"97665","Asterix & Obelix: God Save Britannia","2012","Adventure|Comedy"
"97701","Paranormal Activity 4","2012","Horror|IMAX"
"97742","Alex Cross","2012","Action|Crime|Mystery|Thriller"
"97752","Cloud Atlas","2012","Drama|Sci-Fi|IMAX"
"97757","'Hellboy': The Seeds of Creation","2004","Action|Adventure|Comedy|Documentary|Fantasy"
"97785","Silent Hill: Revelation 3D","2012","Horror|Mystery|Thriller"
"97836","Here Comes the Boom","2012","Action|Comedy"
"97858","Mental","2012","Comedy|Drama"
"97860","Killing Them Softly","2012","Crime|Drama|Thriller"
"97866",,," The (2012)"""
"97870",,," The (Surrogate"
"97904","Smashed","2012","Comedy|Drama"
"97913","Wreck-It Ralph","2012","Animation|Comedy"
"97921","Silver Linings Playbook","2012","Comedy|Drama"
"97923","Flight","2012","Drama"
"97936","Anna Karenina","2012","Drama"
"97938","Life of Pi","2012","Adventure|Drama|IMAX"
"97950",,," The (2012)"""
"97988",,," The (2012)"""
"98061","Himizu","2011","Children|Crime|Drama"
"98083","Jackass 3.5","2011","Comedy|Documentary"
"98122","Indie Game: The Movie","2012","Documentary"
"98124",,," Part 1 (2012)"""
"98154","Lincoln","2012","Drama|War"
"98160","Nature Calls","2012","Comedy"
"98175","Vamps","2012","Comedy|Horror|Romance"
"98203",,," The (2012)"""
"98230","10 Years","2011","Comedy|Drama|Romance"
"98239","Red Dawn","2012","Action|War"
"98243","Rise of the Guardians","2012","Adventure|Animation|Children|Fantasy|IMAX"
"98279",,," A (2012)"""
"98296","Deadfall","2012","Crime|Drama|Thriller"
"98361","Byzantium","2012","Drama|Fantasy|Thriller"
"98491","Paperman","2012","Animation|Comedy|Romance"
"98499",,," The (Xiao quan guai zhao) (1979)"""
"98503","Half a Loaf of Kung Fu","1980","Action|Comedy"
"98585","Hitchcock","2012","Drama"
"98604","From Up on Poppy Hill","2011","Animation|Drama|Romance"
"98607","Redline","2009","Action|Animation|Sci-Fi"
"98623","Winners and Sinners","1983","Action|Comedy|Crime"
"98633","My Lucky Stars","1985","Action|Comedy"
"98697","""Money Money Money",," c'est l'aventure) (1972)"""
"98799",,," A (2012)"""
"98809",,," The (2012)"""
"98836","Hyde Park on Hudson","2012","Comedy|Drama"
"98908","How to Make Love to a Woman","2010","Comedy|Romance"
"98961","Zero Dark Thirty","2012","Action|Drama|Thriller"
"99005","Fire with Fire","2012","Action|Crime|Drama"
"99007","Warm Bodies","2013","Comedy|Horror|Romance"
"99030","Wrong","2012","Comedy|Drama"
"99087","Playing for Keeps","2012","Comedy|Romance"
"99106",,," The (2012)"""
"99112","Jack Reacher","2012","Action|Crime|Thriller"
"99114","Django Unchained","2012","Action|Drama|Western"
"99117","This Is 40","2012","Drama"
"99122","I Bought a Vampire Motorcycle","1990","Comedy|Horror"
"99130","Ice Cream Man","1995","Comedy|Horror"
"99145",,," The (Imposible"
"99149",,," Les (2012)"""
"99191","Campfire Tales","1997","Horror"
"99415","Parental Guidance","2012","Comedy"
"99437","John Dies at the End","2012","Comedy|Fantasy|Horror"
"99532",,," Les (2000)"""
"99574","Promised Land","2012","Drama"
"99636","English Vinglish","2012","Comedy|Drama"
"99638","Fish Story","2009","Comedy"
"99721","Texas Chainsaw 3D","2013","Horror|Mystery|Thriller"
"99728","Gangster Squad","2013","Action|Crime|Drama"
"99750",,," The (2012)"""
"99764","It's Such a Beautiful Day","2012","Animation|Comedy|Drama|Fantasy|Sci-Fi"
"99813",,," Part 2 (2013)"""
"99846","Everything or Nothing: The Untold Story of 007","2012","Documentary"
"99853","Codependent Lesbian Space Alien Seeks Same","2011","Comedy|Romance|Sci-Fi"
"99910",,," The (2013)"""
"99917","Upstream Color","2013","Romance|Sci-Fi|Thriller"
"99992","Shadow Dancer","2012","Crime|Drama|Thriller"
"100044","Human Planet","2011","Documentary"
"100068","Comme un chef","2012","Comedy"
"100083","Movie 43","2013","Comedy"
"100106",,," The (2012)"""
"100159","Sightseers","2012","Comedy"
"100163","Hansel & Gretel: Witch Hunters","2013","Action|Fantasy|Horror|IMAX"
"100194","Jim Jefferies: Fully Functional","2012","Comedy"
"100226","Why Stop Now","2012","Comedy|Drama"
"100277","Tabu","2012","Drama|Romance"
"100302","Upside Down","2012","Drama|Romance|Sci-Fi"
"100304",,," The (2012)"""
"100306","Angst","1983","Drama|Horror"
"100326","Stand Up Guys","2012","Comedy|Crime"
"100383","Side Effects","2013","Crime|Drama|Mystery|Thriller"
"100390","Identity Thief","2013","Comedy|Crime"
"100397",,," The (2012)"""
"100487","Beautiful Creatures","2013","Drama|Fantasy|Romance"
"100498",,," A (2013)"""
"100507","21 and Over","2013","Comedy"
"100527","Safe Haven","2013","Drama|Mystery|Romance"
"100553","Frozen Planet","2011","Documentary"
"100556",,," The (2012)"""
"100579","Universal Soldier: Day of Reckoning","2012","Action|Sci-Fi|Thriller"
"100611","Escape from Planet Earth","2013","Adventure|Animation|Comedy|Sci-Fi"
"100714","Before Midnight","2013","Drama|Romance"
"100737","Snitch","2013","Action|Drama|Thriller"
"100810","Dark Skies","2013","Horror|Sci-Fi|Thriller"
"100843","Oh Boy","2012","Comedy|Drama"
"100882","Journey to the West: Conquering the Demons","2013","Adventure|Comedy|Fantasy|Romance|IMAX"
"100906","Maniac Cop 2","1990","Action|Horror|Thriller"
"101025","Jack the Giant Slayer","2013","Adventure|Fantasy|IMAX"
"101070","Wadjda","2012","Drama"
"101072",,," The (Die Unabsichtliche Entführung der Frau Elfriede Ott) (2010)"""
"101074",,," The (1949)"""
"101076","G.I. Joe: Retaliation","2013","Action|Adventure|Sci-Fi|Thriller|IMAX"
"101088","Stoker","2013","Drama|Mystery|Thriller"
"101112","Oz the Great and Powerful","2013","Action|Adventure|Fantasy|IMAX"
"101142",,," The (2013)"""
"101283",,," The (2013)"""
"101360",,," The (2013)"""
"101362","Olympus Has Fallen","2013","Action|Thriller"
"101415",,," The (2012)"""
"101423","Mezzo Forte","1998","Action|Animation|Comedy"
"101525",,," The (2012)"""
"101529",,," The (2012)"""
"101531","Phil Spector","2013","Drama"
"101577",,," The (2013)"""
"101612","Admission","2013","Comedy|Romance"
"101739","Evil Dead","2013","Horror"
"101741","Trance","2013","Crime|Thriller"
"101765",,," A (Plan parfait"
"101864","Oblivion","2013","Action|Adventure|Sci-Fi|IMAX"
"101884","Dark Tide","2012","Adventure|Drama|Thriller"
"101895","42","2013","Drama"
"101962","Wolf Children","2012","Animation|Fantasy"
"101973","Disconnect","2012","Drama|Thriller"
"102007",,," The (2007)"""
"102025","Yongary: Monster from the Deep","1967","Children|Horror|Sci-Fi"
"102033","Pain & Gain","2013","Action|Comedy|Crime"
"102058","Hulk Vs.","2009","Animation"
"102066","Resolution","2012","Horror|Thriller"
"102070","Grabbers","2012","Comedy|Horror|Sci-Fi"
"102084","Justice League: Doom","2012","Action|Animation|Fantasy"
"102088",,," The (Yi dai zong shi) (2013)"""
